Date,Team,Opponent,Pitcher,Predicted K,Confidence,Model Pick,Actual K,Result
2025-04-04,LAD,PHI,Yoshinobu Yamamoto,5.99,1.49,Over,5,HIT
2025-04-11,LAD,CHC,Yoshinobu Yamamoto,8.34,3.84,Over,9,HIT
2025-04-18,LAD,TEX,Yoshinobu Yamamoto,8.46,3.96,Over,10,HIT
2025-04-25,LAD,PIT,Yoshinobu Yamamoto,8.27,3.77,Over,5,HIT
2025-05-02,LAD,ATL,Yoshinobu Yamamoto,7.4,2.9,Over,6,HIT
2025-05-08,LAD,ARI,Yoshinobu Yamamoto,4.88,0.38,Over,4,MISS
2025-05-14,LAD,ATH,Yoshinobu Yamamoto,5.53,1.03,Over,6,HIT
2025-05-20,LAD,ARI,Yoshinobu Yamamoto,6.25,1.75,Over,9,HIT
2025-05-26,LAD,CLE,Yoshinobu Yamamoto,7.65,3.15,Over,7,HIT
2025-06-01,LAD,NYY,Yoshinobu Yamamoto,6.08,1.58,Over,2,MISS
2025-06-07,LAD,STL,Yoshinobu Yamamoto,5.81,1.31,Over,9,HIT
2025-06-13,LAD,SFG,Yoshinobu Yamamoto,5.26,0.76,Over,4,MISS
2025-04-02,LAA,STL,Yusei Kikuchi,5.33,0.83,Over,6,HIT
2025-04-09,LAA,TBR,Yusei Kikuchi,5.0,0.5,Over,5,HIT
2025-04-15,LAA,TEX,Yusei Kikuchi,5.3,0.8,Over,6,HIT
2025-04-20,LAA,SFG,Yusei Kikuchi,6.3,1.8,Over,6,HIT
2025-05-01,LAA,DET,Yusei Kikuchi,3.9,0.6,Under,5,MISS
2025-05-07,LAA,TOR,Yusei Kikuchi,3.57,0.93,Under,6,MISS
2025-05-12,LAA,SDP,Yusei Kikuchi,5.04,0.54,Over,4,MISS
2025-05-18,LAA,LAD,Yusei Kikuchi,5.84,1.34,Over,7,HIT
2025-05-23,LAA,MIA,Yusei Kikuchi,4.84,0.34,Over,4,MISS
2025-05-28,LAA,NYY,Yusei Kikuchi,4.73,0.23,Over,4,MISS
2025-06-03,LAA,BOS,Yusei Kikuchi,4.69,0.19,Over,5,HIT
2025-06-09,LAA,ATH,Yusei Kikuchi,5.15,0.65,Over,5,HIT
2025-06-15,LAA,BAL,Yusei Kikuchi,5.98,1.48,Over,10,HIT
2025-04-02,ARI,NYY,Zac Gallen,7.76,3.26,Over,13,HIT
2025-04-07,ARI,BAL,Zac Gallen,6.08,1.58,Over,2,MISS
2025-04-13,ARI,MIL,Zac Gallen,6.43,1.93,Over,5,HIT
2025-04-19,ARI,CHC,Zac Gallen,4.39,0.11,Under,5,MISS
2025-04-25,ARI,ATL,Zac Gallen,5.57,1.07,Over,6,HIT
2025-05-01,ARI,NYM,Zac Gallen,6.05,1.55,Over,8,HIT
2025-05-06,ARI,NYM,Zac Gallen,6.18,1.68,Over,6,HIT
2025-05-11,ARI,LAD,Zac Gallen,6.1,1.6,Over,5,HIT
2025-05-17,ARI,COL,Zac Gallen,4.97,0.47,Over,5,HIT
2025-05-23,ARI,STL,Zac Gallen,4.47,0.03,Under,4,HIT
2025-05-28,ARI,PIT,Zac Gallen,4.09,0.41,Under,3,HIT
2025-06-03,ARI,ATL,Zac Gallen,3.54,0.96,Under,4,HIT
2025-06-08,ARI,CIN,Zac Gallen,3.54,0.96,Under,5,MISS
2025-06-14,ARI,SDP,Zac Gallen,4.47,0.03,Under,6,MISS
2025-04-02,BAL,BOS,Zach Eflin,3.57,0.93,Under,5,MISS
2025-04-07,BAL,ARI,Zach Eflin,2.76,1.74,Under,1,HIT
2025-05-11,BAL,LAA,Zach Eflin,3.64,0.86,Under,5,MISS
2025-05-18,BAL,WSN,Zach Eflin,3.59,0.91,Under,4,HIT
2025-05-24,BAL,BOS,Zach Eflin,3.27,1.23,Under,1,HIT
2025-05-30,BAL,CHW,Zach Eflin,3.91,0.59,Under,6,MISS
2025-06-05,BAL,SEA,Zach Eflin,4.92,0.42,Over,7,HIT
2025-06-11,BAL,DET,Zach Eflin,6.14,1.64,Over,5,HIT
2025-06-16,BAL,TBR,Zach Eflin,5.0,0.5,Over,2,MISS
2025-04-04,TBR,TEX,Zack Littell,4.44,0.06,Under,3,HIT
2025-04-10,TBR,LAA,Zack Littell,5.03,0.53,Over,4,MISS
2025-04-16,TBR,BOS,Zack Littell,4.06,0.44,Under,5,MISS
2025-04-22,TBR,ARI,Zack Littell,3.67,0.83,Under,2,HIT
2025-04-27,TBR,SDP,Zack Littell,2.76,1.74,Under,1,HIT
2025-05-03,TBR,NYY,Zack Littell,2.02,2.48,Under,3,HIT
2025-05-09,TBR,MIL,Zack Littell,3.16,1.34,Under,5,MISS
2025-05-15,TBR,TOR,Zack Littell,2.95,1.55,Under,2,HIT
2025-05-20,TBR,HOU,Zack Littell,4.95,0.45,Over,6,HIT
2025-05-26,TBR,MIN,Zack Littell,4.18,0.32,Under,4,HIT
2025-05-31,TBR,HOU,Zack Littell,5.15,0.65,Over,6,HIT
2025-06-06,TBR,MIA,Zack Littell,5.33,0.83,Over,4,MISS
2025-06-11,TBR,BOS,Zack Littell,6.61,2.11,Over,6,HIT
2025-06-17,TBR,BAL,Zack Littell,4.85,0.35,Over,3,MISS
2025-04-02,PHI,COL,Zack Wheeler,9.0,4.5,Over,10,HIT
2025-04-08,PHI,ATL,Zack Wheeler,8.61,4.11,Over,7,HIT
2025-04-13,PHI,STL,Zack Wheeler,6.29,1.79,Over,3,MISS
2025-04-18,PHI,MIA,Zack Wheeler,7.78,3.28,Over,13,HIT
2025-04-23,PHI,NYM,Zack Wheeler,8.79,4.29,Over,9,HIT
2025-04-29,PHI,WSN,Zack Wheeler,8.71,4.21,Over,7,HIT
2025-05-06,PHI,TBR,Zack Wheeler,8.52,4.02,Over,9,HIT
2025-05-11,PHI,CLE,Zack Wheeler,8.34,3.84,Over,8,HIT
2025-05-17,PHI,PIT,Zack Wheeler,8.02,3.52,Over,6,HIT
2025-05-23,PHI,ATH,Zack Wheeler,7.36,2.86,Over,8,HIT
2025-05-29,PHI,ATL,Zack Wheeler,6.38,1.88,Over,6,HIT
2025-06-09,PHI,CHC,Zack Wheeler,7.61,3.11,Over,7,HIT
2025-06-15,PHI,TOR,Zack Wheeler,7.63,3.13,Over,9,HIT
2025-05-24,MIN,KCR,Zebby Matthews,7.87,3.37,Over,9,HIT
2025-05-30,MIN,SEA,Zebby Matthews,7.48,2.98,Over,7,HIT
2025-06-04,MIN,ATH,Zebby Matthews,6.12,1.62,Over,4,MISS
